#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link
316,MoS2,peroxidase,6,390,390,390,poly(ethylene oxide),0,0,5000,0.047,0.000178,TMB + H2O2,0.05,1.75,,0.1,4,35,,,https://doi.org/10.1039/C7NJ00899F
317,MoS2,peroxidase,6,390,390,390,poly(ethylene oxide),0,0,5000,0.108,0.000106,H2O2 + TMB,0.001,60,1,0.1,4,35,,,https://doi.org/10.1039/C7NJ00899F
322,Co9S8,peroxidase,7,15000,15000,15000,naked,0,0,0,1.64,0.00099,TMB + H2O2,0.25,1.5,100,0.05,3,35,,,https://doi.org/10.1016/j.snb.2017.11.057
323,Co9S8,peroxidase,7,15000,15000,15000,naked,0,0,0,7.39,0.00035,H2O2 + TMB,0.001,100,0.5,0.05,3,35,,,https://doi.org/10.1016/j.snb.2017.11.057
324,Mo0.1CeO2,peroxidase,7,5,5,5,naked,0,0,0,0.001,0.00000964,TMB + H2O2,0.25,2,5,0.6,4,50,,89.73,https://doi.org/10.1039/C7AY02459B
325,Mo0.1CeO2,peroxidase,7,5,5,5,naked,0,0,0,8.85,0.0000801,H2O2 + TMB,0.001,5,50,0.6,4,50,,89.73,https://doi.org/10.1039/C7AY02459B
326,CeO2,peroxidase,7,10,10,10,naked,0,0,0,0.623,0.0000195,TMB + H2O2,0.25,2,5,0.6,4,45,,98.95,https://doi.org/10.1039/C7AY02459B
327,CeO2,peroxidase,7,10,10,10,naked,0,0,0,0.067,0.00000688,H2O2 + TMB,0.001,5,50,0.6,4,45,,98.95,https://doi.org/10.1039/C7AY02459B
328,CuO/Pt,peroxidase,2,350,350,350,poly(N-Vinylpyrrolidone),BSA,0,66500,0.33,0.0002786,TMB + H2O2,0.1,1.8,6,1,4,35,,208,https://doi.org/10.1016/j.apsusc.2019.03.337
329,CuO/Pt,peroxidase,2,350,350,350,poly(N-Vinylpyrrolidone),BSA,0,66500,0.75,0.0001288,H2O2 + TMB,0.25,6,0.5,1,4,35,,208,https://doi.org/10.1016/j.apsusc.2019.03.337
330,Cu,peroxidase,7,1,1,1,naked,BSA,0,66463,0.648,0.0000596,TMB + H2O2,0.1,1,50,,6,30,,,https://doi.org/10.1016/j.aca.2012.11.056  
331,Cu,peroxidase,7,1,1,1,naked,BSA,0,66463,29.16,0.0000422,H2O2 + TMB,10,200,0.5,,6,30,,,https://doi.org/10.1021/acsami.0c07886
332,Cu(OH)2,peroxidase,3,150,150,150,naked,poly(N-Vinylpyrrolidone),0,55000,1.335,0.000421,TMB + H2O2,0.05,0.9,0.53,0.06,4.5,25,,136,https://doi.org/10.1039/C6TB01233G
333,Cu(OH)2,peroxidase,3,150,150,150,naked,poly(N-Vinylpyrrolidone),0,55000,0.379,0.000391,H2O2 + TMB,0.05,0.8,0.8,0.06,4.5,25,,136,https://doi.org/10.1039/C6TB01233G
334,Pt,peroxidase,7,4.4,4.4,4.4,naked,0,0,0,0.127,0.00002,TMB + H2O2,0.0625,0.5,1,,4,35,,,https://doi.org/10.1016/j.snb.2017.07.108  
335,Pt,peroxidase,7,4.4,4.4,4.4,naked,0,0,0,1.14,0.000031,H2O2 + TMB,0.25,10,0.25,,4,35,,,https://doi.org/10.1016/j.snb.2017.07.108  
336,V2O5,peroxidase,3,500,25,25,naked,0,0,0,0.738,0.0185,TMB + H2O2,0.001,0.8,,,4,25,,,https://doi.org/10.3390/s16040584 
337,V2O5,peroxidase,3,500,25,25,naked,0,0,0,0.232,0.0129,H2O2 + TMB,0.001,7,,,4,25,,,https://doi.org/10.3390/s16040584 
338,Os,peroxidase,6,1.7,1.7,1.7,trisodium citrate,0,0,192.12,0.096,0.000412,TMB + H2O2,0.065,0.13,0.25,0.0475,4,55,,,https://doi.org/10.1039/D0TA09247A
339,Os,peroxidase,6,1.7,1.7,1.7,trisodium citrate,0,0,192.12,3.88,0.000565,H2O2 + TMB,5,18,0.3,0.0475,4,55,,,https://doi.org/10.1039/D0TA09247A
340,Cu-CuFe2O4,peroxidase,7,480,41.5,41.5,naked,0,0,0,0.69,0.0001687,TMB + H2O2,0.1,1.2,0.06,0.25,4,35,,70,https://doi.org/10.1039/D0DT02395G
341,Cu-CuFe2O4,peroxidase,7,480,41.5,41.5,naked,0,0,0,0.087,0.0003218,H2O2 + TMB,0.05,1,0.83,0.25,4,35,,70,https://doi.org/10.1039/D0DT02395G
342,Ru/C,peroxidase,7,1.7,1.7,1.7,naked,0,0,0,0.071,0.00002285,TMB + H2O2,0.02,0.1,2,20,6,30,,,https://doi.org/10.1039/D0CC04101G
343,Ru/C,peroxidase,7,1.7,1.7,1.7,naked,0,0,0,0.969,0.0000179,H2O2 + TMB,0.01,4,0.1,20,6,30,,,https://doi.org/10.1039/D0CC04101G 
344,Ru,peroxidase,7,6.2,6.2,1.8,poly(N-Vinylpyrrolidone),0,0,55000,0.0603,0.000134,TMB + H2O2,0.01,0.6,2,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  
345,Ru,peroxidase,7,6.2,6.2,1.8,poly(N-Vinylpyrrolidone),0,0,55000,318,0.0000741,H2O2 + TMB,0.01,600,0.8,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  
346,Pd,peroxidase,7,5.6,5.6,5.6,poly(N-Vinylpyrrolidone),0,0,55000,0.047,0.00038,TMB + H2O2,0.01,0.6,2,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  
347,Pd,peroxidase,7,5.6,5.6,5.6,poly(N-Vinylpyrrolidone),0,0,55000,730,0.00014,H2O2 + TMB,0.01,600,0.8,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  
349,Au,peroxidase,7,15,15,15,sodium citrate,0,0,192.12,0.0044,0.000025,H2O2 + TMB,0,0.1,,,3,25,-42.3,,https://doi.org/10.1007/s00604-021-04942-7
350,Pt,peroxidase,7,3.21,3.21,3.21,Poly(ethylenimine),0,0,70000,2.02,0.00115,TMB + H2O2,0.018,0.357,300,,4,30,6.1,,https://doi.org/10.1021/acsomega.0c00147
351,Pt,peroxidase,7,3.21,3.21,3.21,Poly(ethylenimine),0,0,70000,43.6,0.000085,H2O2 + TMB,39,177,0.8,,4,30,6.1,,https://doi.org/10.1021/acsomega.0c00147
352,MoS2,peroxidase,,5,5,5,poly(N-Vinylpyrrolidone),0,0,58000,0.232,0.0000456,TMB + H2O2,0.5,2,10,0.01,4,25,-11.26,,https://doi.org/10.1039/C6RA18050G
353,MoS2,peroxidase,,5,5,5,poly(N-Vinylpyrrolidone),0,0,58000,0.366,0.0000476,H2O2 + TMB,2,12.5,1,0.01,4,25,-11.26,,https://doi.org/10.1039/C6RA18050G
354,Fe/CeO2,peroxidase,7,7.54,7.54,7.54,naked,0,0,0,0.176,0.000086,TMB + H2O2,0.1,1,100,0.1,4,40,,128,https://doi.org/10.1039/C6TB00422A
355,Fe/CeO2,peroxidase,7,7.54,7.54,7.54,naked,0,0,0,47.6,0.000166,H2O2 + TMB,20,150,0.8,0.1,4,40,,128,https://doi.org/10.1039/C6TB00422A
356,TiO2,peroxidase,4,70,40,40,naked,0,0,0,0.048,0.0000037,TMB + H2O2,0.001,0.8,20,1,4,50,,,https://doi.org/10.1002/anie.202106750
357,TiO2,peroxidase,4,70,40,40,naked,0,0,0,2.79,0.0000048,H2O2 + TMB,5,100,0.8,1,4,50,,,https://doi.org/10.1002/anie.202106750
358,TiO2/TiN,peroxidase,,100,50,50,naked,0,0,0,0.083,0.0000275,TMB + H2O2,0.001,0.8,20,1,4,50,,,https://doi.org/10.1002/anie.202106750
359,TiO2/TiN,peroxidase,,100,50,50,naked,0,0,0,4.96,0.0000308,H2O2 + TMB,5,100,0.8,1,4,50,,,https://doi.org/10.1002/anie.202106750
360,TiN,peroxidase,7,70,70,70,naked,0,0,0,0.074,0.0001,TMB + H2O2,0.001,0.8,20,1,4,50,,,https://doi.org/10.1002/anie.202106750
361,TiN,peroxidase,7,70,70,70,naked,0,0,0,10.29,0.0000784,H2O2 + TMB,5,100,0.8,1,4,50,,,https://doi.org/10.1002/anie.202106750
362,TiN,peroxidase,7,20,20,20,naked,0,0,0,0.034,0.0000661,TMB + H2O2,0.001,0.8,20,1,4,50,,,https://doi.org/10.1002/anie.202106750
363,TiN,peroxidase,7,20,20,20,naked,0,0,0,9.27,0.0000556,H2O2 + TMB,5,100,0.8,1,4,50,,,https://doi.org/10.1002/anie.202106750
364,TiN,peroxidase,7,18,18,18,naked,0,0,0,0.091,0.0000726,TMB + H2O2,0.001,0.8,20,1,4,50,,,https://doi.org/10.1002/anie.202106750
365,TiN,peroxidase,7,18,18,18,naked,0,0,0,11.71,0.0000567,H2O2 + TMB,5,100,0.8,1,4,50,,,https://doi.org/10.1002/anie.202106750
366,CuO,peroxidase,2,2200,70.1,70.1,naked,0,0,0,0.06,0.000041,ABTS + H2O2,0.01,0.3,100,0.025,4,45,,44.96,https://doi.org/10.1021/acsanm.8b00153
367,CuO,peroxidase,2,2200,70.1,70.1,naked,0,0,0,14.8,0.000006,H2O2 + TMB,1,1 000.0000,0.1,0.025,4,45,,44.96,https://doi.org/10.1021/acsanm.8b00153
368,Cu-Fe4(Fe(CN)6)3,peroxidase,,50,50,50,poly(ethylene oxide),0,0,5000,0.6,0.000179,TMB + H2O2,0.001,0.5,0.4,0.01,3,35,-0.61,,https://doi.org/10.1007/s00216-021-03347-y
369,Cu-Fe4(Fe(CN)6)3,peroxidase,,50,50,50,poly(ethylene oxide),0,0,5000,0.14,0.00012,TMB + H2O2,0.001,5,0.4,0.01,3,35,-0.61,,https://doi.org/10.1007/s00216-021-03347-y
370,Ir,peroxidase,7,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),0,0,58000,0.02,0.000108,TMB + H2O2,0.001,0.5,50,0.000625,4.5,25,,,https://doi.org/10.1021/acsami.5b01271
371,Ir,peroxidase,7,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),0,0,58000,266,0.000385,TMB + H2O2,0.001,1 000.0000,0.5,0.000625,4.5,25,,,https://doi.org/10.1021/acsami.5b01271
372,Pt,peroxidase,7,1.87,1.87,1.87,apoferritin,0,0,440000,0.22,0.000558,TMB + H2O2,0.007,1,8,0.15,4,37,-27,,https://doi.org/10.1016/j.biomaterials.2010.11.004
373,Pt,peroxidase,7,1.87,1.87,1.87,apoferritin,0,0,440000,187.25,0.32,TMB + H2O2,4,100,0.21,0.15,4,37,-27,,https://doi.org/10.1016/j.biomaterials.2010.11.004
374,RuO2,peroxidase,7,4,4,4,naked,0,0,0,0.236,0.000006,TMB + H2O2,0.05,0.6,200,0.001,4,,,,https://doi.org/10.1002/chem.201200643
375,RuO2,peroxidase,7,4,4,4,naked,0,0,0,212,0.000135,H2O2 + TMB,0.01,800,0.4,0.001,4,,,,https://doi.org/10.1002/chem.201200643
376,Mn3O4,peroxidase,4,36,36,36,naked,0,0,0,0.989,0.000303333,H2O2 + GSH,0.001,2,2,0.01,7.4,25,,,https://doi.org/10.1002/chem.201800770
377,Mn3O4,peroxidase,4,49,49,49,naked,0,0,0,2.845,0.000281667,H2O2 + GSH,0.001,2,2,0.01,7.4,25,,,https://doi.org/10.1002/chem.201800770
378,Mn3O4,peroxidase,4,101,101,101,naked,0,0,0,1.26,0.000236667,H2O2 + GSH,0.001,2,2,0.01,7.4,25,,,https://doi.org/10.1002/chem.201800770
379,Mn3O4,peroxidase,4,89,89,89,naked,0,0,0,0.431,0.000651667,H2O2 + GSH,0.001,2,2,0.01,7.4,25,,,https://doi.org/10.1002/chem.201800770
380,Mn3O4,peroxidase,4,167,167,167,naked,0,0,0,0.19,0.000908333,H2O2 + GSH,0.001,2,2,0.01,7.4,25,,,https://doi.org/10.1002/chem.201800770
381,Mn3O4,peroxidase,4,180,180,180,naked,0,0,0,0.196,0.000933333,H2O2 + GSH,0.001,1.75,2,0.01,7,25,,,https://doi.org/10.1002/anie.201708573
382,Mn3O4,peroxidase,4,180,180,180,naked,0,0,0,1.16,0.0013,GSH + H2O2,0.001,5,1,0.01,7,25,,,https://doi.org/10.1002/anie.201708573
383,MnO2,peroxidase,3,4.5,4.5,4.5,BSA,0,0,66500,0.31,0.0000821,OPD + H2O2,0.75,8,3.3,0.0037,4,35,-14.9,,https://doi.org/10.1039/C2AN35700C 
384,MnO2,peroxidase,3,4.5,4.5,4.5,BSA,0,0,66500,0.12,0.0000571,H2O2 + OPD,0.25,4,0.17,0.0037,4,35,-14.9,,https://doi.org/10.1039/C2AN35700C 
385,Pt0.1Au,peroxidase,7,11.6,11.6,11.6,naked,0,trisodium citrate,192.12,0.113,0.000018,AR + H2O2,0.01,0.1,2.5,,7,25,,,https://doi.org/10.1039/C2NR31716H
386,Pt0.1Au,peroxidase,7,11.6,11.6,11.6,naked,0,trisodium citrate,192.12,0.436,0.000000664,H2O2 + AR,0.1,1,0.01,,7,25,,,https://doi.org/10.1039/C2NR31716H
387,Pt0.5Ag0.5,peroxidase,7,33.8,33.8,33.8,naked,Poly(allylamine hydrochloride),0,150000,0.25,0.0001057,TMB + H2O2,0.1,4,1,0.02,4,40,,5.04,https://doi.org/10.1007/s12274-016-1395-0
388,Pt0.5Ag0.5,peroxidase,7,33.8,33.8,33.8,naked,Poly(allylamine hydrochloride),0,150000,0.35,0.0001596,H2O2 + TMB,0.1,8,1,0.02,4,40,,5.04,https://doi.org/10.1007/s12274-016-1395-0
389,Pt0.5Ag0.5,peroxidase,7,34.5,34.5,34.5,naked,Poly(allylamine hydrochloride),0,150000,0.38,0.0003304,TMB + H2O2,0.1,4,1,0.02,4,40,36.8,12.11,https://doi.org/10.1007/s12274-016-1395-0
390,Pt0.5Ag0.5,peroxidase,7,34.5,34.5,34.5,naked,Poly(allylamine hydrochloride),0,150000,0.86,0.0003475,H2O2 + TMB,0.1,8,1,0.02,4,40,36.8,12.11,https://doi.org/10.1007/s12274-016-1395-0
391,Au@Pt,peroxidase,,60,18,18,naked,0,Cetrimonium bromide,364.45,0.02,0.0000291,TMB + H2O2,0.02,0.093,2,,4.5,37,,,https://doi.org/10.1039/C3RA23215H
392,Au@Pt,peroxidase,,60,18,18,naked,0,Cetrimonium bromide,364.45,76,0.00075,H2O2 + TMB,0.001,0.85,0.13,,4.5,37,,,https://doi.org/10.1039/C3RA23215H
393,Au@PtAg0.33,peroxidase,,79,27,27,naked,0,Cetrimonium bromide,364.45,0.016,0.0000176,TMB + H2O2,0.01,0.093,2,,4.5,37,,,https://doi.org/10.1039/C3RA23215H
394,Au@PtAg0.33,peroxidase,,79,27,27,naked,0,Cetrimonium bromide,364.45,92,0.00054,H2O2 + TMB,0.001,0.85,0.13,,4.5,37,,,https://doi.org/10.1039/C3RA23215H
395,Au@PtAg0.5,peroxidase,,60,20,20,naked,0,Cetrimonium bromide,364.45,0.01,0.0000129,TMB + H2O2,0.01,0.053,2,,4.5,37,,,https://doi.org/10.1039/C3RA23215H
396,Au@PtAg0.5,peroxidase,,60,20,20,naked,0,Cetrimonium bromide,364.45,111.8,0.0005,H2O2 + TMB,0.001,0.85,0.13,,4.5,37,,,https://doi.org/10.1039/C3RA23215H
397,CoFe2O4,peroxidase,7,164.8,164.8,164.8,poly(ethylene oxide),0,ethylene glycol,3400,180,0.00365,H2O2 + TMB,1,1 600.0000,0.05,0.01,6.8,,21,,https://doi.org/10.1021/acsnano.1c03128
398,Ir0.2Pt0.8,peroxidase,7,4.1,4.1,4.1,poly(N-Vinylpyrrolidone),0,ethylene glycol,40000,0.16,0.00225,TMB + H2O2,0.025,0.5,0.5,0.0037,5,25,,,https://doi.org/10.1016/j.jtice.2021.03.029
399,Ir0.2Pt0.8,peroxidase,7,4.1,4.1,4.1,poly(N-Vinylpyrrolidone),0,ethylene glycol,40000,0.75,0.00266,H2O2 + TMB,0.001,1.2,0.01,0.0037,5,25,,,https://doi.org/10.1016/j.jtice.2021.03.029
400,Au@CeO2,peroxidase,7,75,75,75,naked,0,Cetrimonium bromide,364.45,0.29,0.000039,TMB + H2O2,0.05,5,2 000.000,0.04,4,37,30,,https://doi.org/10.1016/j.jcis.2017.11.064 
401,Au@CeO2,peroxidase,7,75,75,75,naked,0,Cetrimonium bromide,364.45,44.69,0.0000223,H2O2 + TMB,0.06,3,1,0.04,4,37,30,,https://doi.org/10.1016/j.jcis.2017.11.064 
402,Co3O4/MoO3 ,peroxidase,,,,,2-methylimidazole,0,0,,0.0352,0.0000283,TMB + H2O2,0.02,0.3,0.2,0.012,3.5,40,,79.5,https://doi.org/10.1039/D0TB01337D
403,Co3O4/MoO3 ,peroxidase,,,,,2-methylimidazole,0,0,,0.134,0.0000291,H2O2 + TMB,0.05,1,0.1,0.012,3.5,40,,79.5,https://doi.org/10.1039/D0TB01337D
404,Co3O4,peroxidase,7,,,,naked,0,0,,0.112,0.0000047,TMB + H2O2,0.02,0.3,0.2,0.012,3.5,40,,74.5,https://doi.org/10.1039/D0TB01337D
405,Co3O4,peroxidase,7,,,,naked,0,0,,0.254,0.00000389,H2O2 + TMB,0.05,1,0.1,0.012,3.5,40,,74.5,https://doi.org/10.1039/D0TB01337D
406,Ag3PO4,peroxidase,7,850,850,850,naked,0,0,,0.0923,no,TMB + H2O2,0.001,0.3,,0.1,4,37,,,https://doi.org/10.1016/j.talanta.2018.07.073
407,Fe2O3-Fe4(Fe(CN)6)3,peroxidase,,10.5,10.5,10.5,naked,0,0,0,0.307,0.00106,TMB + H2O2,0.001,0.9,630,,4.6,25,,,https://doi.org/10.1039/C0JM00174K
408,Fe2O3-Fe4(Fe(CN)6)4,peroxidase,,10.5,10.5,10.5,naked,0,0,0,323.6,0.00117,H2O2 + TMB,0.001,850,0.83,,4.6,25,,,https://doi.org/10.1039/C0JM00174K
409,Fe3S4,peroxidase,7,76,76,76,naked,Cetrimonium bromide,L-cysteine,364.45,0.16,0.00001146,TMB + H2O2,0.001,0.8,1.2,0.02,6.78,,,,https://doi.org/10.1007/s00604-015-1690-6
410,Fe3S4,peroxidase,7,76,76,76,naked,Cetrimonium bromide,L-cysteine,364.45,1.158,0.00002168,H2O2 + TMB,0.001,1.8,0.6,0.02,6.78,,,,https://doi.org/10.1007/s00604-015-1690-6
411,ZnFe2O4,peroxidase,7,200,200,200,naked,poly(ethylene oxide),ethylene glycol,20000,0.85,0.0001331,TMB + H2O2,0.2,1.6,0.2,0.04,4,40,-8.9,,https://doi.org/10.1021/ac300939z
412,ZnFe2O4,peroxidase,7,200,200,200,naked,poly(ethylene oxide),ethylene glycol,20000,1.66,0.0000774,H2O2 + TMB,0.001,16,0.32,0.04,4,40,-8.9,,https://doi.org/10.1021/ac300939z
413,Fe0.5Mn0.5Fe2O4,peroxidase,7,8,8,8,naked,0,0,0,0.139,0.0045,TMB + H2O2,0.25,0.75,800,,4,40,-7.6,,https://doi.org/10.1016/j.talanta.2011.09.026
414,Fe0.5Mn0.5Fe2O4,peroxidase,7,8,8,8,naked,0,0,0,310,0.00363,H2O2 + TMB,0.001,1 800.0000,0.8,,4,40,-7.6,,https://doi.org/10.1016/j.talanta.2011.09.026
415,FeSe,peroxidase,4,30,30,20,naked,0,0,0,0.04,0.000089,TMB + H2O2,0.001,0.91,13,,4,30,,,https://doi.org/10.1016/j.snb.2012.07.070
416,FeSe,peroxidase,4,30,30,20,naked,0,0,0,13.2,0.000154,H2O2 + TMB,0.001,45,0.1,,4,30,,,https://doi.org/10.1016/j.snb.2012.07.070
417,FeS,peroxidase,4,40,40,24,naked,0,0,0,0.08,0.000073,TMB + H2O2,0.001,0.91,13,,4,30,,,https://doi.org/10.1016/j.snb.2012.07.070
418,FeS,peroxidase,4,40,40,24,naked,0,0,0,7.44,0.000117,H2O2 + TMB,0.001,45,0.1,,4,30,,,https://doi.org/10.1016/j.snb.2012.07.070
419,MnSe,peroxidase,7,2500,2500,2500,naked,0,Sodium dodecyl sulfate,288.38,0.0348,0.000734,TMB + H2O2,0.001,1,200,0.4,5,20,,,https://doi.org/10.1016/j.materresbull.2015.03.018
420,MnSe,peroxidase,7,2500,2500,2500,naked,0,Sodium dodecyl sulfate,288.38,87,0.0000478,H2O2 + TMB,0.001,500,0.3,0.4,5,20,,,https://doi.org/10.1016/j.materresbull.2015.03.018
421,CuS,peroxidase,6,45,45,45,naked,0,0,0,0.007,0.0000896,TMB + H2O2,0.001,0.075,13,0.00667,4,40,,29.7,https://doi.org/10.1016/j.talanta.2013.01.032
422,CuS,peroxidase,6,45,45,45,naked,0,0,0,12,0.000219,H2O2 + TMB,0.001,42,0.1,0.00667,4,40,,29.7,https://doi.org/10.1016/j.talanta.2013.01.032
423,CdS,peroxidase,6,70,5,5,naked,0,2-Aminocyclopentanecarboxylic acid,131.2,0.0095,0.0000357,TMB + H2O2,0.001,0.125,13,0.008,4,40,,,https://doi.org/10.1016/j.molcata.2012.03.007
424,CdS,peroxidase,6,70,5,5,naked,0,2-Aminocyclopentanecarboxylic acid,131.2,3.62,0.000056,H2O2 + TMB,0.001,39,0.1,0.008,4,40,,,https://doi.org/10.1016/j.molcata.2012.03.007
425,Au@C,peroxidase,,180,180,180,naked,0,0,0,0.0323,0.0000863,TMB + H2O2,0.001,0.9,264.6,0.05,4.5,25,,178.8,https://doi.org/10.1021/acsami.7b17916
426,Au@C,peroxidase,,180,180,180,naked,0,0,0,210,0.00033,H2O2 + TMB,0.001,1 300.0000,0.146,0.05,4.5,25,,178.8,https://doi.org/10.1021/acsami.7b17916
427,CuInS2,peroxidase,4,2.8,2.8,2.8,naked,0,glutathione,307.33,2.01,0.0000978,TMB + H2O2,25,250,0.64,,3,30,,,https://doi.org/10.1016/j.snb.2014.12.052     
428,WC,peroxidase,6,175,40,40,naked,0,0,0,0.274,0.0000681,TMB + H2O2,0.001,0.8,400,0.02,4,25,,,https://doi.org/10.1016/j.bios.2013.11.040
429,WC,peroxidase,6,175,40,40,naked,0,0,0,119.6,0.0000716,H2O2 + TMB,0.001,800,0.6,0.02,4,25,,,https://doi.org/10.1016/j.bios.2013.11.040
430,Si,peroxidase,7,12,12,12,naked,0,0,0,1.502,0.0001472,TMB + H2O2,0.2,1.6,20,,4,40,,,https://doi.org/10.1039/C4CC01703J
431,Si,peroxidase,7,12,12,12,naked,0,0,0,0.065,0.0000565,H2O2 + TMB,20,200,0.32,,4,40,,,https://doi.org/10.1039/C4CC01703J
432,CdS,peroxidase,6,10,10,10,naked,0,"3,5-Dimethylpyridine",107.15,0.0054,no,TMB + H2O2,0.001,0.116,13,0.008,4,40,,57.3,https://doi.org/10.1016/j.apcatb.2012.07.005
433,CdS,peroxidase,6,10,10,10,naked,0,"3,5-Dimethylpyridine",107.15,6.54,no,H2O2 + TMB,0.001,45,0.1,0.008,4,40,,57.3,https://doi.org/10.1016/j.apcatb.2012.07.005
434,FeP,peroxidase,3,150,150,150,naked,poly(N-Vinylpyrrolidone),0,30000,0.0653,0.0000954,TMB + H2O2,0.05,0.9,5,0.01,4,40,,39.55,https://doi.org/10.1016/j.jcis.2015.08.032
435,FeP,peroxidase,3,150,150,150,naked,poly(N-Vinylpyrrolidone),0,30000,2.907,0.0000697,H2O2 + TMB,1,20,0.1,0.01,4,40,,39.55,https://doi.org/10.1016/j.jcis.2015.08.032
436,Au,peroxidase,7,20,20,20,b-Cyclodextrin,0,0,1135,0.094,0.00146,TMB + H2O2,0.001,0.4,6,,4.5,25,-33,,https://doi.org/10.1021/jacs.6b07590
437,Au,peroxidase,7,20,20,20,b-Cyclodextrin,0,0,1135,272.78,0.0027,H2O2 + TMB,0.001,1 500.0000,0.12,,4.5,25,-33,,https://doi.org/10.1021/jacs.6b07590
438,Au,oxidase,7,20,20,20,b-Cyclodextrin,0,0,1135,92.19,0.17152,TMB + glucose,0.001,300,,,9,25,-33,,https://doi.org/10.1021/jacs.6b07590
439,Cu,peroxidase,7,2,2,2,b-Cyclodextrin,0,0,1135,0.543,0.000452,TMB + H2O2,0.05,0.25,10,,6,30,,,https://doi.org/10.1007/s00604-016-1915-3
440,Cu,peroxidase,7,2,2,2,b-Cyclodextrin,0,0,1135,32.87,0.000434,H2O2 + TMB,5,100,0.5,,6,30,,,https://doi.org/10.1007/s00604-016-1915-3
441,BN,peroxidase,7,420,420,420,naked,0,0,0,0.157,0.0001854,TMB + H2O2,0.001,1,100,0.25,4,45,,,https://doi.org/10.1039/C6RA14856E
442,BN,peroxidase,7,420,420,420,naked,0,0,0,10.88,0.0001069,H2O2 + TMB,0.001,200,1,0.25,4,45,,,https://doi.org/10.1039/C6RA14856E
443,BiOBr,peroxidase,4,1500,1500,1500,naked,0,ethylene glycol,62.07,1.61,0.0000263,TMB + H2O2,0.1,2,0.2,0.038,4,40,,,https://doi.org/10.1039/C3NR06533B
444,BiOBr,peroxidase,4,1500,1500,1500,naked,0,ethylene glycol,62.07,0.046,0.0000037,H2O2 + TMB,0.05,0.4,0.79,0.038,4,40,,,https://doi.org/10.1039/C3NR06533B
445,BiOCl,peroxidase,4,100,100,15,naked,0,0,0,0.0059,0.00666,AR + H2O2,0.001,0.1,0.1,0.02,7,,,,https://doi.org/10.1039/C6QM00149A
446,BiOCl,peroxidase,4,100,100,15,naked,0,0,0,0.0006,0.00246,H2O2 + AR,0.001,0.1,0.005,0.02,7,,,,https://doi.org/10.1039/C6QM00149A
447,BiOBr,peroxidase,4,100,100,15,naked,0,0,0,0.0062,0.00845,AR + H2O2,0.001,0.1,0.1,0.02,7,,,,https://doi.org/10.1039/C6QM00149A
448,BiOBr,peroxidase,4,100,100,15,naked,0,0,0,0.0004,0.00249,H2O2 + AR,0.001,0.1,0.005,0.02,7,,,,https://doi.org/10.1039/C6QM00149A
449,BiOI,peroxidase,4,20,20,5,naked,0,0,0,0.0313,61,AR + H2O2,0.001,0.1,0.1,0.02,7,,,,https://doi.org/10.1039/C6QM00149A
450,BiOI,peroxidase,4,20,20,5,naked,0,0,0,0.0329,27.6,H2O2 + AR,0.001,0.1,0.005,0.02,7,,,,https://doi.org/10.1039/C6QM00149A
451,BiOI,peroxidase,4,100,100,10,naked,0,ethylene glycol,62.07,1.024,0.0000286,TMB + H2O2,0.2,0.8,10,1,6,25,-23.6,65.41,https://doi.org/10.1039/C6RA00368K
452,BiOI,peroxidase,4,100,100,10,naked,0,ethylene glycol,62.07,0.0998,0.0000735,H2O2 + TMB,1,50,0.8,1,6,25,-23.6,65.41,https://doi.org/10.1039/C6RA00368K
725,Co4N,peroxidase,7,2500,80,80,naked,0,0,0,0.243,no,TMB + H2O2,0.05,1.6,30,0.015,4,25,,,https://doi.org/10.1021/acsami.7b09861
726,Co4N,peroxidase,7,2500,80,80,naked,0,0,0,2.95,no,H2O2 + TMB,1,80,0.8,0.015,4,25,,,https://doi.org/10.1021/acsami.7b09861
455,CoOOH,peroxidase,6,100,100,100,naked,0,0,0,2.02,0.0000474,TMB + H2O2,0.2,2,0.15,0.1,4,40,22.12,,https://doi.org/10.1007/s00216-017-0372-0
456,CoOOH,peroxidase,6,100,100,100,naked,0,0,0,0.06,0.0000349,H2O2 + TMB,0.001,0.3,1,0.1,4,40,22.12,,https://doi.org/10.1007/s00216-017-0372-0
457,Cu3(PO4)2,peroxidase,0,5000,5000,5000,BSA,0,0,66500,35.18,0.0000339,H2O2 + TMB,10,100,0.8,0.02,4,37,,,https://doi.org/10.1039/C5CC00040H
458,Cu1.75Se,peroxidase,7,40,40,40,poly(sodium 4-styrenesulfonate),0,0,70000,12.6,no,TMB + H2O2,0.2,2,100,0.467,4.56,,-17.2,,https://doi.org/10.1039/C6AY02275H
